"","sampleid","types"
"cell_2990","P07","TAM"
"cell_2991","P07","TAM"
"cell_2992","P07","TAM"
"cell_2993","P07","TAM"
"cell_2994","P07","CAF"
"cell_2995","P07","TAM"
"cell_2996","P07","TAM"
"cell_2997","P07","TIL"
"cell_2998","P07","TIL"
"cell_2999","P07","TAM"
"cell_3000","P07","TAM"
"cell_3001","P07","TIL"
"cell_3002","P07","ETC"
"cell_3003","P07","CAF"
"cell_3004","P07","TAM"
"cell_3005","P07","TIL"
"cell_3006","P07","ETC"
"cell_3007","P07","ETC"
"cell_3008","P07","ETC"
"cell_3009","P07","TAM"
"cell_3010","P07","TAM"
"cell_3011","P07","ETC"
"cell_3012","P07","CAF"
"cell_3013","P07","TAM"
"cell_3014","P07","TAM"
"cell_3015","P07","DC"
"cell_3016","P07","ETC"
"cell_3017","P07","ETC"
"cell_3018","P07","TIL"
"cell_3019","P07","TAM"
"cell_3020","P07","DC"
"cell_3021","P07","TAM"
"cell_3022","P07","TAM"
"cell_3023","P07","TAM"
"cell_3024","P07","TAM"
"cell_3025","P07","TAM"
"cell_3026","P07","CAF"
"cell_3027","P07","TAM"
"cell_3028","P07","TAM"
"cell_3029","P07","TAM"
"cell_3030","P07","ETC"
"cell_3031","P07","TAM"
"cell_3032","P07","ETC"
"cell_3033","P07","ETC"
"cell_3034","P07","TAM"
"cell_3035","P07","TAM"
"cell_3036","P07","TAM"
"cell_3037","P07","CAF"
"cell_3038","P07","CAF"
"cell_3039","P07","TIL"
"cell_3040","P07","ETC"
"cell_3041","P07","DC"
"cell_3042","P07","ETC"
"cell_3043","P07","TAM"
"cell_3044","P07","TAM"
"cell_3045","P07","TAM"
"cell_3046","P07","Endo"
"cell_3047","P07","Endo"
"cell_3048","P07","TAM"
"cell_3049","P07","ETC"
"cell_3050","P07","TAM"
"cell_3051","P07","TIL"
"cell_3052","P07","CAF"
"cell_3053","P07","TAM"
"cell_3054","P07","ETC"
"cell_3055","P07","TAM"
"cell_3056","P07","TAM"
"cell_3057","P07","CAF"
"cell_3058","P07","TAM"
"cell_3059","P07","TAM"
"cell_3060","P07","TAM"
"cell_3061","P07","CAF"
"cell_3062","P07","TAM"
"cell_3063","P07","TIL"
"cell_3064","P07","CAF"
"cell_3065","P07","TAM"
"cell_3066","P07","TAM"
"cell_3067","P07","ETC"
"cell_3068","P07","ETC"
"cell_3069","P07","CAF"
"cell_3070","P07","CAF"
"cell_3071","P07","CAF"
"cell_3072","P07","TAM"
"cell_3073","P07","TAM"
"cell_3074","P07","CAF"
"cell_3075","P07","ETC"
"cell_3076","P07","ETC"
"cell_3077","P07","TAM"
"cell_3078","P07","TAM"
"cell_3079","P07","TAM"
"cell_3080","P07","TAM"
"cell_3081","P07","ETC"
"cell_3082","P07","TAM"
"cell_3083","P07","TAM"
"cell_3084","P07","TAM"
"cell_3085","P07","TAM"
"cell_3086","P07","ETC"
"cell_3087","P07","TAM"
"cell_3088","P07","TAM"
"cell_3089","P07","TAM"
"cell_3090","P07","TAM"
"cell_3091","P07","TAM"
"cell_3092","P07","ETC"
"cell_3093","P07","TAM"
"cell_3094","P07","TAM"
"cell_3095","P07","Endo"
"cell_3096","P07","TAM"
"cell_3097","P07","TIL"
"cell_3098","P07","TIL"
"cell_3099","P07","ETC"
"cell_3100","P07","TAM"
"cell_3101","P07","TAM"
"cell_3102","P07","TAM"
"cell_3103","P07","CAF"
"cell_3104","P07","TAM"
"cell_3105","P07","TAM"
"cell_3106","P07","TAM"
"cell_3107","P07","TAM"
"cell_3108","P07","TIL"
"cell_3109","P07","TAM"
"cell_3110","P07","ETC"
"cell_3111","P07","TAM"
"cell_3112","P07","TAM"
"cell_3113","P07","ETC"
"cell_3114","P07","TAM"
"cell_3115","P07","TAM"
"cell_3116","P07","DC"
"cell_3117","P07","TAM"
"cell_3118","P07","ETC"
"cell_3119","P07","TAM"
"cell_3120","P07","TAM"
"cell_3121","P07","TAM"
"cell_3122","P07","TAM"
"cell_3123","P07","TAM"
"cell_3124","P07","TAM"
"cell_3125","P07","ETC"
"cell_3126","P07","TAM"
"cell_3127","P07","TAM"
"cell_3128","P07","TAM"
"cell_3129","P07","ETC"
"cell_3130","P07","CAF"
"cell_3131","P07","ETC"
"cell_3132","P07","TAM"
"cell_3133","P07","TIL"
"cell_3134","P07","TAM"
"cell_3135","P07","TIL"
"cell_3136","P07","TAM"
"cell_3137","P07","ETC"
"cell_3138","P07","TAM"
"cell_3139","P07","TIL"
"cell_3140","P07","ETC"
"cell_3141","P07","ETC"
"cell_3142","P07","CAF"
"cell_3143","P07","CAF"
"cell_3144","P07","ETC"
"cell_3145","P07","TAM"
"cell_3146","P07","CAF"
"cell_3147","P07","DC"
"cell_3148","P07","TAM"
"cell_3149","P07","TAM"
"cell_3150","P07","TAM"
"cell_3151","P07","CAF"
"cell_3152","P07","TAM"
"cell_3153","P07","TAM"
"cell_3154","P07","CAF"
"cell_3155","P07","CAF"
"cell_3156","P07","ETC"
"cell_3157","P07","TAM"
"cell_3158","P07","ETC"
"cell_3159","P07","TAM"
"cell_3160","P07","DC"
"cell_3161","P07","TAM"
"cell_3162","P07","TAM"
"cell_3163","P07","TAM"
"cell_3164","P07","TIL"
"cell_3165","P07","TAM"
"cell_3166","P07","CAF"
"cell_3167","P07","CAF"
"cell_3168","P07","DC"
"cell_3169","P07","ETC"
"cell_3170","P07","TAM"
"cell_3171","P07","TAM"
"cell_3172","P07","ETC"
"cell_3173","P07","TAM"
"cell_3174","P07","ETC"
"cell_3175","P07","ETC"
"cell_3176","P07","ETC"
"cell_3177","P07","TAM"
"cell_3178","P07","TAM"
"cell_3179","P07","CAF"
"cell_3180","P07","TAM"
"cell_3181","P07","TAM"
"cell_3182","P07","TAM"
"cell_3183","P07","TAM"
"cell_3184","P07","ETC"
"cell_3185","P07","ETC"
"cell_3186","P07","TAM"
"cell_3187","P07","TAM"
"cell_3188","P07","TAM"
"cell_3189","P07","TAM"
"cell_3190","P07","CAF"
"cell_3191","P07","TAM"
"cell_3192","P07","CAF"
"cell_3193","P07","TAM"
"cell_3194","P07","ETC"
"cell_3195","P07","TAM"
"cell_3196","P07","TIL"
"cell_3197","P07","TIL"
"cell_3198","P07","TIL"
"cell_3199","P07","TAM"
"cell_3200","P07","TIL"
"cell_3201","P07","TAM"
"cell_3202","P07","TAM"
"cell_3203","P07","TAM"
"cell_3204","P07","CAF"
"cell_3205","P07","TAM"
"cell_3206","P07","TAM"
"cell_3207","P07","TIL"
"cell_3208","P07","CAF"
"cell_3209","P07","TAM"
"cell_3210","P07","DC"
"cell_3211","P07","TAM"
"cell_3212","P07","TIL"
"cell_3213","P07","TAM"
"cell_3214","P07","TAM"
"cell_3215","P07","TAM"
"cell_3216","P07","ETC"
"cell_3217","P07","TIL"
"cell_3218","P07","TIL"
"cell_3219","P07","CAF"
"cell_3220","P07","TAM"
"cell_3221","P07","TAM"
"cell_3222","P07","ETC"
"cell_3223","P07","TAM"
"cell_3224","P07","TAM"
"cell_3225","P07","ETC"
"cell_3226","P07","TAM"
"cell_3227","P07","TAM"
"cell_3228","P07","TIL"
"cell_3229","P07","ETC"
"cell_3230","P07","TAM"
"cell_3231","P07","TAM"
"cell_3232","P07","TAM"
"cell_3233","P07","TAM"
"cell_3234","P07","CAF"
"cell_3235","P07","DC"
"cell_3236","P07","TAM"
"cell_3237","P07","CAF"
"cell_3238","P07","TAM"
"cell_3239","P07","CAF"
"cell_3240","P07","ETC"
"cell_3241","P07","TIL"
"cell_3242","P07","TAM"
"cell_3243","P07","TAM"
"cell_3244","P07","TAM"
"cell_3245","P07","TAM"
"cell_3246","P07","CAF"
"cell_3247","P07","CAF"
"cell_3248","P07","TAM"
"cell_3249","P07","TAM"
"cell_3250","P07","TIL"
"cell_3251","P07","TAM"
"cell_3252","P07","TAM"
"cell_3253","P07","CAF"
"cell_3254","P07","TAM"
"cell_3255","P07","TAM"
"cell_3256","P07","TAM"
"cell_3257","P07","TIL"
"cell_3258","P07","TAM"
"cell_3259","P07","TAM"
"cell_3260","P07","TAM"
"cell_3261","P07","ETC"
"cell_3262","P07","TAM"
"cell_3263","P07","CAF"
"cell_3264","P07","TAM"
"cell_3265","P07","TAM"
"cell_3266","P07","CAF"
"cell_3267","P07","CAF"
"cell_3268","P07","TAM"
"cell_3269","P07","CAF"
"cell_3270","P07","TAM"
"cell_3271","P07","TAM"
"cell_3272","P07","TIL"
"cell_3273","P07","TAM"
"cell_3274","P07","DC"
"cell_3275","P07","Endo"
"cell_3276","P07","TAM"
"cell_3277","P07","TAM"
"cell_3278","P07","ETC"
"cell_3279","P07","TAM"
"cell_3280","P07","CAF"
"cell_3281","P07","TAM"
"cell_3282","P07","TAM"
"cell_3283","P07","TAM"
"cell_3284","P07","CAF"
"cell_3285","P07","ETC"
"cell_3286","P07","CAF"
"cell_3287","P07","TAM"
"cell_3288","P07","ETC"
"cell_3289","P07","CAF"
"cell_3290","P07","TAM"
"cell_3291","P07","TAM"
"cell_3292","P07","TAM"
"cell_3293","P07","TAM"
"cell_3294","P07","TAM"
"cell_3295","P07","TAM"
"cell_3296","P07","DC"
"cell_3297","P07","TAM"
"cell_3298","P07","TAM"
"cell_3299","P07","ETC"
"cell_3300","P07","TAM"
"cell_3301","P07","TAM"
"cell_3302","P07","TAM"
"cell_3303","P07","DC"
"cell_3304","P07","TAM"
"cell_3305","P07","TAM"
"cell_3306","P07","ETC"
"cell_3307","P07","TIL"
"cell_3308","P07","CAF"
"cell_3309","P07","TAM"
"cell_3310","P07","TAM"
"cell_3311","P07","CAF"
"cell_3312","P07","TAM"
"cell_3313","P07","TAM"
"cell_3314","P07","CAF"
"cell_3315","P07","TIL"
"cell_3316","P07","TAM"
"cell_3317","P07","TIL"
"cell_3318","P07","TIL"
"cell_3319","P07","TAM"
"cell_3320","P07","ETC"
"cell_3321","P07","TIL"
"cell_3322","P07","TAM"
"cell_3323","P07","ETC"
"cell_3324","P07","TAM"
"cell_3325","P07","ETC"
"cell_3326","P07","CAF"
"cell_3327","P07","TAM"
"cell_3328","P07","TAM"
"cell_3329","P07","TAM"
"cell_3330","P07","DC"
"cell_3331","P07","CAF"
"cell_3332","P07","TAM"
"cell_3333","P07","TAM"
"cell_3334","P07","CAF"
"cell_3335","P07","ETC"
"cell_3336","P07","ETC"
"cell_3337","P07","ETC"
"cell_3338","P07","CAF"
"cell_3339","P07","ETC"
"cell_3340","P07","TAM"
"cell_3341","P07","ETC"
"cell_3342","P07","CAF"
"cell_3343","P07","TAM"
"cell_3344","P07","TAM"
"cell_3345","P07","TAM"
"cell_3346","P07","TAM"
"cell_3347","P07","TAM"
"cell_3348","P07","CAF"
"cell_3349","P07","CAF"
"cell_3350","P07","TAM"
"cell_3351","P07","TAM"
"cell_3352","P07","ETC"
"cell_3353","P07","ETC"
"cell_3354","P07","ETC"
"cell_3355","P07","TAM"
"cell_3356","P07","CAF"
"cell_3357","P07","Endo"
"cell_3358","P07","TAM"
"cell_3359","P07","TIL"
"cell_3360","P07","ETC"
"cell_3361","P07","TIL"
"cell_3362","P07","ETC"
"cell_3363","P07","TAM"
"cell_3364","P07","TAM"
"cell_3365","P07","DC"
"cell_3366","P07","ETC"
"cell_3367","P07","TAM"
"cell_3368","P07","TAM"
"cell_3369","P07","TIL"
"cell_3370","P07","ETC"
"cell_3371","P07","TAM"
"cell_3372","P07","ETC"
"cell_3373","P07","TIL"
"cell_3374","P07","ETC"
"cell_3375","P07","TAM"
"cell_3376","P07","TAM"
"cell_3377","P07","TAM"
"cell_3378","P07","ETC"
"cell_3379","P07","TAM"
"cell_3380","P07","TAM"
"cell_3381","P07","DC"
"cell_3382","P07","TAM"
"cell_3383","P07","TAM"
"cell_3384","P07","TAM"
"cell_3385","P07","CAF"
"cell_3386","P07","DC"
"cell_3387","P07","TAM"
"cell_3388","P07","TAM"
"cell_3389","P07","CAF"
"cell_3390","P07","CAF"
"cell_3391","P07","TIL"
"cell_3392","P07","TAM"
"cell_3393","P07","TAM"
"cell_3394","P07","TAM"
"cell_3395","P07","TAM"
"cell_3396","P07","TAM"
"cell_3397","P07","ETC"
"cell_3398","P07","TAM"
"cell_3399","P07","TAM"
"cell_3400","P07","TAM"
"cell_3401","P07","TAM"
"cell_3402","P07","TAM"
"cell_3403","P07","TIL"
"cell_3404","P07","DC"
"cell_3405","P07","TAM"
"cell_3406","P07","CAF"
"cell_3407","P07","TAM"
"cell_3408","P07","TAM"
"cell_3409","P07","TAM"
"cell_3410","P07","TAM"
"cell_3411","P07","TAM"
"cell_3412","P07","ETC"
"cell_3413","P07","TAM"
"cell_3414","P07","ETC"
"cell_3415","P07","TAM"
"cell_3416","P07","ETC"
"cell_3417","P07","TAM"
"cell_3418","P07","TAM"
"cell_3419","P07","DC"
"cell_3420","P07","TAM"
"cell_3421","P07","DC"
"cell_3422","P07","TAM"
"cell_3423","P07","TAM"
"cell_3424","P07","ETC"
"cell_3425","P07","TAM"
"cell_3426","P07","CAF"
"cell_3427","P07","CAF"
"cell_3428","P07","TAM"
"cell_3429","P07","CAF"
"cell_3430","P07","TAM"
"cell_3431","P07","TIL"
"cell_3432","P07","TIL"
"cell_3433","P07","CAF"
"cell_3434","P07","DC"
"cell_3435","P07","TAM"
"cell_3436","P07","CAF"
"cell_3437","P07","TAM"
"cell_3438","P07","ETC"
"cell_3439","P07","TAM"
"cell_3440","P07","TAM"
"cell_3441","P07","TAM"
"cell_3442","P07","TAM"
"cell_3443","P07","CAF"
"cell_3444","P07","TAM"
"cell_3445","P07","DC"
"cell_3446","P07","TIL"
"cell_3447","P07","TAM"
"cell_3448","P07","TAM"
"cell_3449","P07","TIL"
"cell_3450","P07","TIL"
"cell_3451","P07","TAM"
"cell_3452","P07","TAM"
"cell_3453","P07","TAM"
"cell_3454","P07","TAM"
"cell_3455","P07","CAF"
"cell_3456","P07","TIL"
"cell_3457","P07","CAF"
"cell_3458","P07","CAF"
"cell_3459","P07","TAM"
"cell_3460","P07","TAM"
"cell_3461","P07","TAM"
"cell_3462","P07","TAM"
"cell_3463","P07","ETC"
"cell_3464","P07","TAM"
"cell_3465","P07","TAM"
"cell_3466","P07","TAM"
"cell_3467","P07","TAM"
"cell_3468","P07","TAM"
"cell_3469","P07","TAM"
"cell_3470","P07","TAM"
"cell_3471","P07","TAM"
"cell_3472","P07","TAM"
"cell_3473","P07","ETC"
"cell_3474","P07","TAM"
"cell_3475","P07","CAF"
"cell_3476","P07","TAM"
"cell_3477","P07","TAM"
"cell_3478","P07","TIL"
"cell_3479","P07","TAM"
"cell_3480","P07","ETC"
"cell_3481","P07","TIL"
"cell_3482","P07","DC"
"cell_3483","P07","TAM"
"cell_3484","P07","TAM"
"cell_3485","P07","TAM"
"cell_3486","P07","TAM"
"cell_3487","P07","TAM"
"cell_3488","P07","TAM"
"cell_3489","P07","TAM"
"cell_3490","P07","TAM"
"cell_3491","P07","TIL"
"cell_3492","P07","ETC"
"cell_3493","P07","CAF"
"cell_3494","P07","TAM"
"cell_3495","P07","DC"
"cell_3496","P07","CAF"
"cell_3497","P07","TAM"
"cell_3498","P07","TAM"
"cell_3499","P07","TAM"
"cell_3500","P07","ETC"
"cell_3501","P07","TAM"
"cell_3502","P07","ETC"
"cell_3503","P07","CAF"
"cell_3504","P07","CAF"
"cell_3505","P07","TAM"
"cell_3506","P07","CAF"
"cell_3507","P07","TAM"
"cell_3508","P07","ETC"
"cell_3509","P07","ETC"
"cell_3510","P07","TAM"
"cell_3511","P07","TAM"
"cell_3512","P07","CAF"
"cell_3513","P07","ETC"
"cell_3514","P07","TAM"
"cell_3515","P07","TAM"
"cell_3516","P07","ETC"
"cell_3517","P07","TAM"
"cell_3518","P07","ETC"
"cell_3519","P07","TAM"
"cell_3520","P07","ETC"
"cell_3521","P07","TAM"
"cell_3522","P07","DC"
"cell_3523","P07","TAM"
"cell_3524","P07","TIL"
"cell_3525","P07","ETC"
"cell_3526","P07","TAM"
"cell_3527","P07","TAM"
"cell_3528","P07","ETC"
"cell_3529","P07","TIL"
"cell_3530","P07","CAF"
"cell_3531","P07","ETC"
"cell_3532","P07","ETC"
"cell_3533","P07","TAM"
"cell_3534","P07","TIL"
"cell_3535","P07","TAM"
"cell_3536","P07","TAM"
"cell_3537","P07","CAF"
"cell_3538","P07","TAM"
"cell_3539","P07","TAM"
"cell_3540","P07","TAM"
"cell_3541","P07","ETC"
"cell_3542","P07","TAM"
"cell_3543","P07","CAF"
"cell_3544","P07","TAM"
"cell_3545","P07","ETC"
"cell_3546","P07","TAM"
"cell_3547","P07","DC"
"cell_3548","P07","TIL"
"cell_3549","P07","ETC"
"cell_3550","P07","TAM"
"cell_3551","P07","DC"
"cell_3552","P07","TAM"
"cell_3553","P07","TIL"
"cell_3554","P07","TAM"
"cell_3555","P07","CAF"
"cell_3556","P07","ETC"
"cell_3557","P07","TAM"
"cell_3558","P07","Endo"
"cell_3559","P07","CAF"
"cell_3560","P07","TAM"
"cell_3561","P07","TIL"
"cell_3562","P07","TAM"
"cell_3563","P07","TAM"
"cell_3564","P07","TAM"
"cell_3565","P07","TAM"
"cell_3566","P07","ETC"
"cell_3567","P07","TAM"
"cell_3568","P07","TIL"
"cell_3569","P07","ETC"
"cell_3570","P07","TIL"
"cell_3571","P07","CAF"
"cell_3572","P07","TAM"
"cell_3573","P07","TAM"
"cell_3574","P07","TAM"
"cell_3575","P07","TAM"
"cell_3576","P07","TAM"
"cell_3577","P07","TAM"
"cell_3578","P07","TAM"
"cell_3579","P07","CAF"
"cell_3580","P07","ETC"
"cell_3581","P07","TIL"
"cell_3582","P07","TIL"
"cell_3583","P07","CAF"
"cell_3584","P07","TAM"
"cell_3585","P07","TAM"
"cell_3586","P07","Endo"
"cell_3587","P07","ETC"
"cell_3588","P07","TAM"
"cell_3589","P07","TAM"
"cell_3590","P07","TAM"
"cell_3591","P07","TAM"
"cell_3592","P07","DC"
"cell_3593","P07","TAM"
"cell_3594","P07","TIL"
"cell_3595","P07","TAM"
"cell_3596","P07","TAM"
"cell_3597","P07","TAM"
"cell_3598","P07","ETC"
"cell_3599","P07","TAM"
"cell_3600","P07","TAM"
"cell_3601","P07","TAM"
"cell_3602","P07","TAM"
"cell_3603","P07","TAM"
"cell_3604","P07","TIL"
"cell_3605","P07","TAM"
"cell_3606","P07","ETC"
"cell_3607","P07","TAM"
"cell_3608","P07","CAF"
"cell_3609","P07","TAM"
"cell_3610","P07","TAM"
"cell_3611","P07","TAM"
"cell_3612","P07","TAM"
"cell_3613","P07","TAM"
"cell_3614","P07","TIL"
"cell_3615","P07","TAM"
"cell_3616","P07","TAM"
"cell_3617","P07","TIL"
"cell_3618","P07","TIL"
"cell_3619","P07","TIL"
"cell_3620","P07","CAF"
"cell_3621","P07","CAF"
"cell_3622","P07","ETC"
"cell_3623","P07","TAM"
"cell_3624","P07","TAM"
"cell_3625","P07","DC"
"cell_3626","P07","ETC"
"cell_3627","P07","TAM"
"cell_3628","P07","TAM"
"cell_3629","P07","TAM"
"cell_3630","P07","TAM"
"cell_3631","P07","CAF"
"cell_3632","P07","TAM"
"cell_3633","P07","TIL"
"cell_3634","P07","ETC"
"cell_3635","P07","TAM"
"cell_3636","P07","TAM"
"cell_3637","P07","TAM"
"cell_3638","P07","CAF"
"cell_3639","P07","TAM"
"cell_3640","P07","ETC"
"cell_3641","P07","ETC"
"cell_3642","P07","TAM"
"cell_3643","P07","TAM"
"cell_3644","P07","TAM"
"cell_3645","P07","TAM"
"cell_3646","P07","ETC"
"cell_3647","P07","TAM"
"cell_3648","P07","TAM"
"cell_3649","P07","TAM"
"cell_3650","P07","DC"
"cell_3651","P07","TAM"
"cell_3652","P07","TAM"
"cell_3653","P07","CAF"
"cell_3654","P07","CAF"
"cell_3655","P07","TAM"
"cell_3656","P07","TAM"
"cell_3657","P07","CAF"
"cell_3658","P07","TAM"
"cell_3659","P07","TIL"
"cell_3660","P07","TAM"
"cell_3661","P07","TAM"
"cell_3662","P07","ETC"
"cell_3663","P07","TAM"
"cell_3664","P07","DC"
"cell_3665","P07","CAF"
"cell_3666","P07","ETC"
"cell_3667","P07","TAM"
"cell_3668","P07","CAF"
"cell_3669","P07","TAM"
"cell_3670","P07","TAM"
"cell_3671","P07","ETC"
"cell_3672","P07","TAM"
"cell_3673","P07","TAM"
"cell_3674","P07","CAF"
"cell_3675","P07","TAM"
"cell_3676","P07","ETC"
"cell_3677","P07","ETC"
"cell_3678","P07","DC"
"cell_3679","P07","TAM"
"cell_3680","P07","TAM"
"cell_3681","P07","TAM"
"cell_3682","P07","ETC"
"cell_3683","P07","TAM"
"cell_3684","P07","TAM"
"cell_3685","P07","DC"
"cell_3686","P07","TIL"
"cell_3687","P07","CAF"
"cell_3688","P07","ETC"
"cell_3689","P07","ETC"
"cell_3690","P07","ETC"
"cell_3691","P07","TAM"
"cell_3692","P07","TAM"
"cell_3693","P07","TAM"
"cell_3694","P07","TAM"
"cell_3695","P07","TIL"
"cell_3696","P07","TAM"
"cell_3697","P07","CAF"
"cell_3698","P07","TAM"
"cell_3699","P07","TAM"
"cell_3700","P07","TAM"
"cell_3701","P07","CAF"
"cell_3702","P07","TIL"
"cell_3703","P07","TAM"
"cell_3704","P07","TAM"
"cell_3705","P07","TAM"
"cell_3706","P07","DC"
"cell_3707","P07","ETC"
"cell_3708","P07","TAM"
"cell_3709","P07","ETC"
"cell_3710","P07","ETC"
"cell_3711","P07","TAM"
"cell_3712","P07","TAM"
"cell_3713","P07","TAM"
"cell_3714","P07","ETC"
"cell_3715","P07","TAM"
"cell_3716","P07","ETC"
"cell_3717","P07","ETC"
"cell_3718","P07","TIL"
"cell_3719","P07","TAM"
"cell_3720","P07","ETC"
"cell_3721","P07","TAM"
"cell_3722","P07","CAF"
"cell_3723","P07","TAM"
"cell_3724","P07","DC"
"cell_3725","P07","TAM"
"cell_3726","P07","TAM"
"cell_3727","P07","TAM"
"cell_3728","P07","TAM"
"cell_3729","P07","TIL"
"cell_3730","P07","ETC"
"cell_3731","P07","TAM"
"cell_3732","P07","ETC"
"cell_3733","P07","CAF"
"cell_3734","P07","TAM"
"cell_3735","P07","TAM"
"cell_3736","P07","TIL"
"cell_3737","P07","CAF"
"cell_3738","P07","CAF"
"cell_3739","P07","ETC"
"cell_3740","P07","ETC"
"cell_3741","P07","TAM"
"cell_3742","P07","ETC"
"cell_3743","P07","TIL"
"cell_3744","P07","TAM"
"cell_3745","P07","TAM"
"cell_3746","P07","ETC"
"cell_3747","P07","TAM"
"cell_3748","P07","ETC"
"cell_3749","P07","CAF"
"cell_3750","P07","TAM"
"cell_3751","P07","CAF"
"cell_3752","P07","CAF"
"cell_3753","P07","TAM"
"cell_3754","P07","TAM"
"cell_3755","P07","ETC"
"cell_3756","P07","TAM"
"cell_3757","P07","TAM"
"cell_3758","P07","TIL"
"cell_3759","P07","TIL"
"cell_3760","P07","TAM"
"cell_3761","P07","ETC"
"cell_3762","P07","TAM"
"cell_3763","P07","TAM"
"cell_3764","P07","TAM"
"cell_3765","P07","TAM"
"cell_3766","P07","TAM"
"cell_3767","P07","ETC"
"cell_3768","P07","DC"
"cell_3769","P07","TAM"
"cell_3770","P07","DC"
"cell_3771","P07","ETC"
"cell_3772","P07","TAM"
"cell_3773","P07","ETC"
"cell_3774","P07","ETC"
"cell_3775","P07","TAM"
"cell_3776","P07","ETC"
"cell_3777","P07","CAF"
"cell_3778","P07","CAF"
"cell_3779","P07","TAM"
"cell_3780","P07","CAF"
"cell_3781","P07","ETC"
"cell_3782","P07","ETC"
"cell_3783","P07","TAM"
"cell_3784","P07","TAM"
"cell_3785","P07","TAM"
"cell_3786","P07","TAM"
"cell_3787","P07","TAM"
"cell_3788","P07","TAM"
"cell_3789","P07","TAM"
"cell_3790","P07","CAF"
"cell_3791","P07","TAM"
"cell_3792","P07","TAM"
"cell_3793","P07","ETC"
"cell_3794","P07","TAM"
"cell_3795","P07","TAM"
"cell_3796","P07","TAM"
"cell_3797","P07","CAF"
"cell_3798","P07","TAM"
"cell_3799","P07","TIL"
"cell_3800","P07","TIL"
"cell_3801","P07","ETC"
"cell_3802","P07","TAM"
"cell_3803","P07","DC"
"cell_3804","P07","TAM"
"cell_3805","P07","ETC"
"cell_3806","P07","TIL"
"cell_3807","P07","ETC"
"cell_3808","P07","TAM"
"cell_3809","P07","ETC"
"cell_3810","P07","TAM"
"cell_3811","P07","TAM"
"cell_3812","P07","ETC"
"cell_3813","P07","ETC"
"cell_3814","P07","TAM"
"cell_3815","P07","TAM"
"cell_3816","P07","TAM"
"cell_3817","P07","TAM"
"cell_3818","P07","ETC"
"cell_3819","P07","TAM"
"cell_3820","P07","TAM"
"cell_3821","P07","CAF"
"cell_3822","P07","CAF"
"cell_3823","P07","DC"
"cell_3824","P07","TAM"
"cell_3825","P07","TAM"
"cell_3826","P07","ETC"
"cell_3827","P07","TIL"
"cell_3828","P07","TAM"
"cell_3829","P07","TAM"
"cell_3830","P07","TAM"
"cell_3831","P07","TAM"
"cell_3832","P07","TAM"
"cell_3833","P07","TAM"
"cell_3834","P07","ETC"
"cell_3835","P07","TAM"
"cell_3836","P07","ETC"
"cell_3837","P07","TAM"
"cell_3838","P07","TAM"
"cell_3839","P07","TAM"
"cell_3840","P07","TAM"
"cell_3841","P07","TIL"
"cell_3842","P07","TAM"
"cell_3843","P07","CAF"
"cell_3844","P08","ETC"
"cell_3845","P08","ETC"
"cell_3846","P08","CAF"
"cell_3847","P08","CAF"
"cell_3848","P08","ETC"
"cell_3849","P08","ETC"
"cell_3850","P08","CAF"
"cell_3851","P08","CAF"
"cell_3852","P08","ETC"
"cell_3853","P08","ETC"
"cell_3854","P08","CAF"
"cell_3855","P08","ETC"
"cell_3856","P08","CAF"
"cell_3857","P08","DC"
"cell_3858","P08","ETC"
"cell_3859","P08","ETC"
"cell_3860","P08","TAM"
"cell_3861","P08","ETC"
"cell_3862","P08","ETC"
"cell_3863","P08","ETC"
"cell_3864","P08","ETC"
"cell_3865","P08","ETC"
"cell_3866","P08","ETC"
"cell_3867","P08","ETC"
"cell_3868","P08","ETC"
"cell_3869","P08","ETC"
"cell_3870","P08","ETC"
"cell_3871","P08","ETC"
"cell_3872","P08","ETC"
"cell_3873","P08","CAF"
"cell_3874","P08","CAF"
"cell_3875","P08","ETC"
"cell_3876","P08","ETC"
"cell_3877","P08","CAF"
"cell_3878","P08","ETC"
"cell_3879","P08","ETC"
"cell_3880","P08","TAM"
"cell_3881","P08","ETC"
"cell_3882","P08","ETC"
"cell_3883","P08","ETC"
"cell_3884","P08","ETC"
"cell_3885","P08","ETC"
"cell_3886","P08","ETC"
"cell_3887","P08","ETC"
"cell_3888","P08","ETC"
"cell_3889","P08","ETC"
"cell_3890","P08","ETC"
"cell_3891","P08","TAM"
"cell_3892","P08","ETC"
"cell_3893","P08","CAF"
"cell_3894","P08","ETC"
"cell_3895","P08","TAM"
"cell_3896","P08","ETC"
"cell_3897","P08","ETC"
"cell_3898","P08","ETC"
"cell_3899","P08","ETC"
"cell_3900","P08","ETC"
"cell_3901","P08","ETC"
"cell_3902","P08","ETC"
"cell_3903","P08","ETC"
"cell_3904","P08","CAF"
"cell_3905","P08","CAF"
"cell_3906","P08","ETC"
"cell_3907","P08","ETC"
"cell_3908","P08","TAM"
"cell_3909","P08","ETC"
"cell_3910","P08","ETC"
"cell_3911","P08","ETC"
"cell_3912","P08","ETC"
"cell_3913","P08","ETC"
"cell_3914","P08","ETC"
"cell_3915","P08","CAF"
"cell_3916","P08","ETC"
"cell_3917","P08","ETC"
"cell_3918","P08","ETC"
"cell_3919","P08","ETC"
"cell_3920","P08","ETC"
"cell_3921","P08","ETC"
"cell_3922","P08","ETC"
"cell_3923","P08","ETC"
"cell_3924","P08","ETC"
